,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,42.0,5668.0,13301129.163632542,43.0,5859.0,13698411.893835708,43.0,5859.0,13726336.096217768,43.0,27.0,3843.0,4756992.112700157,42.0,5668.0,13704564.339421492,43.0,7354800.986672884,5859.0
1,58.0,5348.0,9312339.945759717,58.0,5348.0,7121186.244852782,58.0,5348.0,8082447.322081806,58.0,46.0,3419.0,3909940.73760154,52.0,4346.0,9082756.11566804,58.0,7481517.344181393,5348.0
2,59.0,5624.0,10295212.51330502,59.0,5624.0,9130629.502021737,59.0,5624.0,12111486.204562884,59.0,35.0,3570.0,4054573.8900865535,28.0,2866.0,4445138.562764967,59.0,6840090.228092276,5624.0
3,56.0,4314.0,10178523.885688048,57.0,4753.0,8145299.293100774,57.0,4753.0,11629515.533959985,57.0,57.0,4753.0,10658122.81446021,50.0,3489.0,11530123.403593212,57.0,9885614.48543435,4753.0
4,58.0,5659.0,11293215.303975705,58.0,5659.0,9795505.032230746,58.0,5659.0,9347711.477747358,58.0,35.0,3515.0,4722563.404712655,45.0,4437.0,9178410.536497626,58.0,8961649.190877855,5659.0
5,47.0,6845.0,11487708.564453172,47.0,6845.0,12122581.113854747,47.0,6845.0,12026839.340778213,47.0,47.0,6845.0,9288964.68933722,47.0,6845.0,9542661.966011228,47.0,8484624.329064162,6845.0
6,61.0,5055.0,11162017.25416771,61.0,5055.0,9519623.599528126,61.0,5055.0,10096421.212748047,61.0,33.0,2217.0,4053674.6974771065,35.0,3696.0,7476602.149107111,61.0,7997258.912862673,5055.0
7,56.0,4924.0,11153352.259658858,57.0,5224.0,11401461.852964206,57.0,5224.0,11261320.208756939,57.0,40.0,3686.0,4937962.406179285,31.0,2436.0,6503089.818174485,57.0,8366372.918706166,5224.0
8,56.0,5034.0,11265948.952765863,56.0,5034.0,10421996.828602329,50.0,4110.0,13213349.967511108,56.0,56.0,5034.0,10212614.563372862,48.0,4073.0,12438687.317174308,56.0,8386936.698477007,5034.0
9,46.0,5100.0,11016842.151771476,46.0,5100.0,10704041.367618013,46.0,5100.0,9852779.813041154,46.0,25.0,3366.0,3909880.5028414708,33.0,3869.0,8703804.862472733,46.0,7888026.758329092,5100.0
10,51.0,6745.0,9501734.40782317,51.0,6745.0,9415731.843501776,51.0,6745.0,9041550.993704168,51.0,25.0,3762.0,3149491.521222895,51.0,6745.0,8645724.391832676,51.0,7271883.150088417,6745.0
11,54.0,5187.0,10279820.133004066,54.0,5187.0,7286731.698058942,54.0,5187.0,10822543.099178718,54.0,30.0,3307.0,4582395.785530268,46.0,4405.0,8750031.570178231,54.0,7297947.30852966,5187.0
12,69.0,5601.0,11205619.226124275,69.0,5601.0,11488976.791648202,69.0,5601.0,11738482.069868378,69.0,69.0,5601.0,10481398.66480497,66.0,5130.0,13106616.892196458,69.0,9141941.571227586,5601.0
