,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
1,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
2,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
3,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
4,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
5,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
6,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
7,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
8,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
9,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
10,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
11,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
12,19.0,1145.0,2334353.07833863,24.0,1754.0,2095812.3554001579,17.0,918.0,2165467.1298663793,26.0,25.0,1943.0,2804330.3441568892,19.0,2051.0,3886015.8926598188
