,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,100.0,3384.0,4938533.425737179,62.0,3430.0,4984514.051949987,74.0,1533.0,4919080.187554801,0.0
1,85.0,3797.0,3873527.374211798,90.0,5116.0,4919171.339066839,33.0,485.0,4983093.852293236,0.0
2,68.0,3069.0,4558028.120980806,64.0,3797.0,4991926.478910476,53.0,879.0,4987787.079825177,0.0
3,65.0,2249.0,4702225.086373831,74.0,2350.0,4999281.028906087,57.0,854.0,4940919.015244053,0.0
4,80.0,2330.0,4957468.076984094,81.0,2736.0,4960913.059712443,45.0,628.0,4989333.296215193,0.0
5,90.0,2820.0,4673087.245748231,77.0,5309.0,4845908.492790606,53.0,1054.0,4921245.302015002,0.0
6,100.0,4346.0,4236401.581157814,101.0,4023.0,4991137.741378563,51.0,1246.0,4974839.217576497,0.0
7,61.0,2721.0,4865518.900802359,69.0,3715.0,4991372.222923074,78.0,1482.0,4984822.173600631,0.0
8,100.0,4160.0,4686607.089430795,48.0,1495.0,4916972.435602792,60.0,1090.0,4995337.02441168,0.0
9,70.0,3051.0,4254365.174633136,69.0,2763.0,4893540.816374307,38.0,611.0,4963775.291702492,0.0
10,60.0,2518.0,4919127.253956345,78.0,4389.0,4983515.0248057125,61.0,968.0,4980927.880668962,0.0
11,90.0,3110.0,3939693.696426851,45.0,1900.0,4991673.1416964885,53.0,1568.0,4992466.924862851,0.0
12,80.0,2968.0,4858422.746691655,54.0,2640.0,4892131.878676661,75.0,1291.0,4998068.23331645,0.0
