,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,186.0,8184.0,9662020.287917,109.0,5551.0,9883256.543907003,106.0,3855.0,9992861.88900251,0.0
1,161.0,7499.0,9485054.684007224,83.0,4638.0,9994037.29863543,71.0,1886.0,9703419.298897952,0.0
2,172.0,5624.0,8905448.05083302,95.0,2726.0,9968622.615318842,79.0,1820.0,9904292.051088985,0.0
3,197.0,9320.0,9688401.873892039,96.0,5446.0,9988872.357193025,91.0,1985.0,9871027.685249073,0.0
4,179.0,7333.0,9908208.382525226,99.0,4216.0,9979406.208218385,92.0,1696.0,9837848.194356486,0.0
5,109.0,4115.0,9806312.677185077,95.0,3359.0,9991457.795262452,82.0,1264.0,9966484.705026029,0.0
6,178.0,8014.0,9932386.552743265,105.0,3751.0,9991819.125852332,86.0,1815.0,9807474.004541744,0.0
7,171.0,8668.0,9108472.333198572,93.0,4427.0,9995492.524941562,66.0,1614.0,9757335.681860512,0.0
8,178.0,11307.0,9977664.386154475,97.0,5320.0,9855063.014072657,78.0,2225.0,9906151.978405077,0.0
9,178.0,8532.0,9842332.368878536,101.0,5562.0,9944008.378623845,82.0,1497.0,9984154.438294675,0.0
10,117.0,6035.0,9908339.304082215,97.0,6030.0,9730875.193625748,99.0,3501.0,9859624.395471003,0.0
11,165.0,8323.0,9965565.04538342,95.0,5904.0,9988820.829661334,57.0,1419.0,9973099.753118375,0.0
12,176.0,9154.0,9775334.258743143,111.0,5139.0,9938064.9022775,75.0,1750.0,9849853.536592616,0.0
